geo_value,time_value,value,disease,week,date
me,202606,9.0,RSV,202606,2026-02-14
mi,202606,172.0,RSV,202606,2026-02-14
mn,202606,162.0,RSV,202606,2026-02-14
mo,202606,189.0,RSV,202606,2026-02-14
mp,202606,0.0,RSV,202606,2026-02-14
ms,202606,58.0,RSV,202606,2026-02-14
mt,202606,22.0,RSV,202606,2026-02-14
nc,202606,248.0,RSV,202606,2026-02-14
nd,202606,11.0,RSV,202606,2026-02-14
ne,202606,47.0,RSV,202606,2026-02-14
nh,202606,44.0,RSV,202606,2026-02-14
nj,202606,329.0,RSV,202606,2026-02-14
nm,202606,78.0,RSV,202606,2026-02-14
nv,202606,66.0,RSV,202606,2026-02-14
ny,202606,762.0,RSV,202606,2026-02-14
oh,202606,322.0,RSV,202606,2026-02-14
ok,202606,72.0,RSV,202606,2026-02-14
or,202606,97.0,RSV,202606,2026-02-14
pa,202606,502.0,RSV,202606,2026-02-14
pr,202606,61.0,RSV,202606,2026-02-14
ri,202606,42.0,RSV,202606,2026-02-14
sc,202606,86.0,RSV,202606,2026-02-14
sd,202606,29.0,RSV,202606,2026-02-14
tn,202606,133.0,RSV,202606,2026-02-14
tx,202606,569.0,RSV,202606,2026-02-14
ut,202606,44.0,RSV,202606,2026-02-14
va,202606,97.0,RSV,202606,2026-02-14
vi,202606,0.0,RSV,202606,2026-02-14
vt,202606,8.0,RSV,202606,2026-02-14
wa,202606,95.0,RSV,202606,2026-02-14
wi,202606,112.0,RSV,202606,2026-02-14
wv,202606,40.0,RSV,202606,2026-02-14
wy,202606,24.0,RSV,202606,2026-02-14
ak,202607,8.0,RSV,202607,2026-02-21
al,202607,79.0,RSV,202607,2026-02-21
ar,202607,71.0,RSV,202607,2026-02-21
as,202607,,RSV,202607,2026-02-21
az,202607,119.0,RSV,202607,2026-02-21
ca,202607,597.0,RSV,202607,2026-02-21
co,202607,253.0,RSV,202607,2026-02-21
ct,202607,119.0,RSV,202607,2026-02-21
dc,202607,16.0,RSV,202607,2026-02-21
de,202607,49.0,RSV,202607,2026-02-21
fl,202607,379.0,RSV,202607,2026-02-21
ga,202607,222.0,RSV,202607,2026-02-21
gu,202607,0.0,RSV,202607,2026-02-21
hi,202607,22.0,RSV,202607,2026-02-21
ia,202607,84.0,RSV,202607,2026-02-21
id,202607,48.0,RSV,202607,2026-02-21
il,202607,366.0,RSV,202607,2026-02-21
in,202607,171.0,RSV,202607,2026-02-21
ks,202607,92.0,RSV,202607,2026-02-21
ky,202607,95.0,RSV,202607,2026-02-21
la,202607,139.0,RSV,202607,2026-02-21
ma,202607,219.0,RSV,202607,2026-02-21
md,202607,115.0,RSV,202607,2026-02-21
me,202607,7.0,RSV,202607,2026-02-21
mi,202607,249.0,RSV,202607,2026-02-21
mn,202607,149.0,RSV,202607,2026-02-21
mo,202607,149.0,RSV,202607,2026-02-21
mp,202607,1.0,RSV,202607,2026-02-21
ms,202607,46.0,RSV,202607,2026-02-21
mt,202607,12.0,RSV,202607,2026-02-21
nc,202607,286.0,RSV,202607,2026-02-21
nd,202607,15.0,RSV,202607,2026-02-21
ne,202607,48.0,RSV,202607,2026-02-21
nh,202607,29.0,RSV,202607,2026-02-21
nj,202607,373.0,RSV,202607,2026-02-21
nm,202607,84.0,RSV,202607,2026-02-21
nv,202607,99.0,RSV,202607,2026-02-21
ny,202607,795.0,RSV,202607,2026-02-21
oh,202607,442.0,RSV,202607,2026-02-21
ok,202607,91.0,RSV,202607,2026-02-21
or,202607,105.0,RSV,202607,2026-02-21
pa,202607,548.0,RSV,202607,2026-02-21
pr,202607,18.0,RSV,202607,2026-02-21
ri,202607,36.0,RSV,202607,2026-02-21
sc,202607,70.0,RSV,202607,2026-02-21
sd,202607,34.0,RSV,202607,2026-02-21
tn,202607,149.0,RSV,202607,2026-02-21
tx,202607,616.0,RSV,202607,2026-02-21
ut,202607,54.0,RSV,202607,2026-02-21
va,202607,125.0,RSV,202607,2026-02-21
vi,202607,0.0,RSV,202607,2026-02-21
vt,202607,12.0,RSV,202607,2026-02-21
wa,202607,84.0,RSV,202607,2026-02-21
wi,202607,152.0,RSV,202607,2026-02-21
wv,202607,72.0,RSV,202607,2026-02-21
wy,202607,26.0,RSV,202607,2026-02-21
ak,202608,7.0,RSV,202608,2026-02-28
al,202608,61.0,RSV,202608,2026-02-28
ar,202608,47.0,RSV,202608,2026-02-28
as,202608,13.0,RSV,202608,2026-02-28
az,202608,123.0,RSV,202608,2026-02-28
ca,202608,559.0,RSV,202608,2026-02-28
co,202608,266.0,RSV,202608,2026-02-28
ct,202608,113.0,RSV,202608,2026-02-28
dc,202608,9.0,RSV,202608,2026-02-28
de,202608,50.0,RSV,202608,2026-02-28
fl,202608,295.0,RSV,202608,2026-02-28
ga,202608,168.0,RSV,202608,2026-02-28
gu,202608,0.0,RSV,202608,2026-02-28
hi,202608,17.0,RSV,202608,2026-02-28
ia,202608,118.0,RSV,202608,2026-02-28
id,202608,36.0,RSV,202608,2026-02-28
il,202608,361.0,RSV,202608,2026-02-28
in,202608,173.0,RSV,202608,2026-02-28
ks,202608,87.0,RSV,202608,2026-02-28
ky,202608,84.0,RSV,202608,2026-02-28
la,202608,95.0,RSV,202608,2026-02-28
ma,202608,209.0,RSV,202608,2026-02-28
md,202608,91.0,RSV,202608,2026-02-28
me,202608,14.0,RSV,202608,2026-02-28
mi,202608,255.0,RSV,202608,2026-02-28
mn,202608,168.0,RSV,202608,2026-02-28
mo,202608,153.0,RSV,202608,2026-02-28
mp,202608,1.0,RSV,202608,2026-02-28
ms,202608,47.0,RSV,202608,2026-02-28
mt,202608,28.0,RSV,202608,2026-02-28
nc,202608,246.0,RSV,202608,2026-02-28
nd,202608,24.0,RSV,202608,2026-02-28
ne,202608,66.0,RSV,202608,2026-02-28
nh,202608,40.0,RSV,202608,2026-02-28
nj,202608,333.0,RSV,202608,2026-02-28
nm,202608,98.0,RSV,202608,2026-02-28
nv,202608,78.0,RSV,202608,2026-02-28
ny,202608,758.0,RSV,202608,2026-02-28
oh,202608,383.0,RSV,202608,2026-02-28
ok,202608,82.0,RSV,202608,2026-02-28
or,202608,80.0,RSV,202608,2026-02-28
pa,202608,612.0,RSV,202608,2026-02-28
pr,202608,37.0,RSV,202608,2026-02-28
ri,202608,51.0,RSV,202608,2026-02-28
sc,202608,71.0,RSV,202608,2026-02-28
sd,202608,27.0,RSV,202608,2026-02-28
tn,202608,113.0,RSV,202608,2026-02-28
tx,202608,496.0,RSV,202608,2026-02-28
ut,202608,56.0,RSV,202608,2026-02-28
va,202608,94.0,RSV,202608,2026-02-28
vi,202608,0.0,RSV,202608,2026-02-28
vt,202608,26.0,RSV,202608,2026-02-28
wa,202608,88.0,RSV,202608,2026-02-28
wi,202608,187.0,RSV,202608,2026-02-28
wv,202608,90.0,RSV,202608,2026-02-28
wy,202608,17.0,RSV,202608,2026-02-28
ak,202609,11.0,RSV,202609,2026-03-07
al,202609,57.0,RSV,202609,2026-03-07
ar,202609,56.0,RSV,202609,2026-03-07
as,202609,,RSV,202609,2026-03-07
az,202609,132.0,RSV,202609,2026-03-07
ca,202609,510.0,RSV,202609,2026-03-07
co,202609,232.0,RSV,202609,2026-03-07
ct,202609,115.0,RSV,202609,2026-03-07
dc,202609,6.0,RSV,202609,2026-03-07
de,202609,41.0,RSV,202609,2026-03-07
fl,202609,257.0,RSV,202609,2026-03-07
ga,202609,154.0,RSV,202609,2026-03-07
gu,202609,0.0,RSV,202609,2026-03-07
hi,202609,23.0,RSV,202609,2026-03-07
ia,202609,123.0,RSV,202609,2026-03-07
id,202609,53.0,RSV,202609,2026-03-07
il,202609,342.0,RSV,202609,2026-03-07
in,202609,192.0,RSV,202609,2026-03-07
ks,202609,87.0,RSV,202609,2026-03-07
ky,202609,86.0,RSV,202609,2026-03-07
la,202609,82.0,RSV,202609,2026-03-07
ma,202609,130.0,RSV,202609,2026-03-07
md,202609,89.0,RSV,202609,2026-03-07
me,202609,12.0,RSV,202609,2026-03-07
mi,202609,273.0,RSV,202609,2026-03-07
mn,202609,173.0,RSV,202609,2026-03-07
mo,202609,128.0,RSV,202609,2026-03-07
mp,202609,1.0,RSV,202609,2026-03-07
ms,202609,53.0,RSV,202609,2026-03-07
mt,202609,35.0,RSV,202609,2026-03-07
nc,202609,253.0,RSV,202609,2026-03-07
nd,202609,16.0,RSV,202609,2026-03-07
ne,202609,58.0,RSV,202609,2026-03-07
nh,202609,41.0,RSV,202609,2026-03-07
nj,202609,278.0,RSV,202609,2026-03-07
nm,202609,83.0,RSV,202609,2026-03-07
nv,202609,87.0,RSV,202609,2026-03-07
ny,202609,665.0,RSV,202609,2026-03-07
oh,202609,391.0,RSV,202609,2026-03-07
ok,202609,92.0,RSV,202609,2026-03-07
or,202609,77.0,RSV,202609,2026-03-07
pa,202609,629.0,RSV,202609,2026-03-07
pr,202609,26.0,RSV,202609,2026-03-07
ri,202609,33.0,RSV,202609,2026-03-07
sc,202609,40.0,RSV,202609,2026-03-07
sd,202609,39.0,RSV,202609,2026-03-07
tn,202609,138.0,RSV,202609,2026-03-07
tx,202609,523.0,RSV,202609,2026-03-07
ut,202609,49.0,RSV,202609,2026-03-07
va,202609,88.0,RSV,202609,2026-03-07
vi,202609,0.0,RSV,202609,2026-03-07
vt,202609,22.0,RSV,202609,2026-03-07
wa,202609,62.0,RSV,202609,2026-03-07
wi,202609,198.0,RSV,202609,2026-03-07
wv,202609,79.0,RSV,202609,2026-03-07
wy,202609,23.0,RSV,202609,2026-03-07
ak,202610,10.0,RSV,202610,2026-03-14
al,202610,42.0,RSV,202610,2026-03-14
ar,202610,57.0,RSV,202610,2026-03-14
as,202610,,RSV,202610,2026-03-14
az,202610,94.0,RSV,202610,2026-03-14
ca,202610,448.0,RSV,202610,2026-03-14
co,202610,243.0,RSV,202610,2026-03-14
ct,202610,99.0,RSV,202610,2026-03-14
dc,202610,8.0,RSV,202610,2026-03-14
de,202610,39.0,RSV,202610,2026-03-14
fl,202610,301.0,RSV,202610,2026-03-14
ga,202610,123.0,RSV,202610,2026-03-14
gu,202610,0.0,RSV,202610,2026-03-14
hi,202610,17.0,RSV,202610,2026-03-14
ia,202610,94.0,RSV,202610,2026-03-14
id,202610,43.0,RSV,202610,2026-03-14
il,202610,350.0,RSV,202610,2026-03-14
in,202610,175.0,RSV,202610,2026-03-14
ks,202610,100.0,RSV,202610,2026-03-14
ky,202610,112.0,RSV,202610,2026-03-14
la,202610,81.0,RSV,202610,2026-03-14
ma,202610,165.0,RSV,202610,2026-03-14
md,202610,108.0,RSV,202610,2026-03-14
me,202610,28.0,RSV,202610,2026-03-14
mi,202610,313.0,RSV,202610,2026-03-14
mn,202610,150.0,RSV,202610,2026-03-14
mo,202610,126.0,RSV,202610,2026-03-14
mp,202610,0.0,RSV,202610,2026-03-14
ms,202610,52.0,RSV,202610,2026-03-14
mt,202610,40.0,RSV,202610,2026-03-14
nc,202610,226.0,RSV,202610,2026-03-14
nd,202610,24.0,RSV,202610,2026-03-14
ne,202610,61.0,RSV,202610,2026-03-14
nh,202610,48.0,RSV,202610,2026-03-14
nj,202610,293.0,RSV,202610,2026-03-14
nm,202610,76.0,RSV,202610,2026-03-14
nv,202610,79.0,RSV,202610,2026-03-14
ny,202610,709.0,RSV,202610,2026-03-14
oh,202610,389.0,RSV,202610,2026-03-14
ok,202610,102.0,RSV,202610,2026-03-14
or,202610,77.0,RSV,202610,2026-03-14
pa,202610,615.0,RSV,202610,2026-03-14
pr,202610,26.0,RSV,202610,2026-03-14
ri,202610,41.0,RSV,202610,2026-03-14
sc,202610,34.0,RSV,202610,2026-03-14
sd,202610,35.0,RSV,202610,2026-03-14
tn,202610,106.0,RSV,202610,2026-03-14
tx,202610,403.0,RSV,202610,2026-03-14
ut,202610,59.0,RSV,202610,2026-03-14
va,202610,101.0,RSV,202610,2026-03-14
vi,202610,0.0,RSV,202610,2026-03-14
vt,202610,16.0,RSV,202610,2026-03-14
wa,202610,57.0,RSV,202610,2026-03-14
wi,202610,182.0,RSV,202610,2026-03-14
wv,202610,82.0,RSV,202610,2026-03-14
wy,202610,36.0,RSV,202610,2026-03-14
ak,202611,22.0,RSV,202611,2026-03-21
al,202611,35.0,RSV,202611,2026-03-21
ar,202611,44.0,RSV,202611,2026-03-21
as,202611,,RSV,202611,2026-03-21
az,202611,105.0,RSV,202611,2026-03-21
ca,202611,453.0,RSV,202611,2026-03-21
co,202611,180.0,RSV,202611,2026-03-21
ct,202611,92.0,RSV,202611,2026-03-21
dc,202611,4.0,RSV,202611,2026-03-21
de,202611,28.0,RSV,202611,2026-03-21
fl,202611,291.0,RSV,202611,2026-03-21
ga,202611,110.0,RSV,202611,2026-03-21
gu,202611,0.0,RSV,202611,2026-03-21
hi,202611,21.0,RSV,202611,2026-03-21
ia,202611,80.0,RSV,202611,2026-03-21
id,202611,44.0,RSV,202611,2026-03-21
il,202611,304.0,RSV,202611,2026-03-21
in,202611,164.0,RSV,202611,2026-03-21
ks,202611,54.0,RSV,202611,2026-03-21
ky,202611,97.0,RSV,202611,2026-03-21
la,202611,82.0,RSV,202611,2026-03-21
ma,202611,168.0,RSV,202611,2026-03-21
md,202611,60.0,RSV,202611,2026-03-21
me,202611,22.0,RSV,202611,2026-03-21
mi,202611,282.0,RSV,202611,2026-03-21
mn,202611,143.0,RSV,202611,2026-03-21
mo,202611,125.0,RSV,202611,2026-03-21
mp,202611,0.0,RSV,202611,2026-03-21
ms,202611,35.0,RSV,202611,2026-03-21
mt,202611,33.0,RSV,202611,2026-03-21
nc,202611,205.0,RSV,202611,2026-03-21
nd,202611,29.0,RSV,202611,2026-03-21
ne,202611,66.0,RSV,202611,2026-03-21
nh,202611,42.0,RSV,202611,2026-03-21
nj,202611,230.0,RSV,202611,2026-03-21
nm,202611,77.0,RSV,202611,2026-03-21
nv,202611,75.0,RSV,202611,2026-03-21
ny,202611,605.0,RSV,202611,2026-03-21
oh,202611,320.0,RSV,202611,2026-03-21
ok,202611,81.0,RSV,202611,2026-03-21
or,202611,68.0,RSV,202611,2026-03-21
pa,202611,547.0,RSV,202611,2026-03-21
pr,202611,13.0,RSV,202611,2026-03-21
ri,202611,44.0,RSV,202611,2026-03-21
sc,202611,66.0,RSV,202611,2026-03-21
sd,202611,32.0,RSV,202611,2026-03-21
tn,202611,120.0,RSV,202611,2026-03-21
tx,202611,400.0,RSV,202611,2026-03-21
ut,202611,49.0,RSV,202611,2026-03-21
va,202611,56.0,RSV,202611,2026-03-21
vi,202611,0.0,RSV,202611,2026-03-21
vt,202611,14.0,RSV,202611,2026-03-21
wa,202611,71.0,RSV,202611,2026-03-21
wi,202611,191.0,RSV,202611,2026-03-21
wv,202611,91.0,RSV,202611,2026-03-21
wy,202611,23.0,RSV,202611,2026-03-21
ak,202612,6.0,RSV,202612,2026-03-28
al,202612,38.0,RSV,202612,2026-03-28
ar,202612,38.0,RSV,202612,2026-03-28
as,202612,,RSV,202612,2026-03-28
az,202612,69.0,RSV,202612,2026-03-28
ca,202612,362.0,RSV,202612,2026-03-28
co,202612,70.0,RSV,202612,2026-03-28
ct,202612,77.0,RSV,202612,2026-03-28
dc,202612,1.0,RSV,202612,2026-03-28
de,202612,15.0,RSV,202612,2026-03-28
fl,202612,196.0,RSV,202612,2026-03-28
ga,202612,66.0,RSV,202612,2026-03-28
gu,202612,0.0,RSV,202612,2026-03-28
hi,202612,5.0,RSV,202612,2026-03-28
ia,202612,55.0,RSV,202612,2026-03-28
id,202612,47.0,RSV,202612,2026-03-28
il,202612,195.0,RSV,202612,2026-03-28
in,202612,74.0,RSV,202612,2026-03-28
ks,202612,40.0,RSV,202612,2026-03-28
ky,202612,61.0,RSV,202612,2026-03-28
la,202612,25.0,RSV,202612,2026-03-28
ma,202612,132.0,RSV,202612,2026-03-28
md,202612,20.0,RSV,202612,2026-03-28
me,202612,16.0,RSV,202612,2026-03-28
mi,202612,221.0,RSV,202612,2026-03-28
mn,202612,63.0,RSV,202612,2026-03-28
mo,202612,104.0,RSV,202612,2026-03-28
mp,202612,1.0,RSV,202612,2026-03-28
ms,202612,17.0,RSV,202612,2026-03-28
mt,202612,11.0,RSV,202612,2026-03-28
nc,202612,74.0,RSV,202612,2026-03-28
nd,202612,27.0,RSV,202612,2026-03-28
ne,202612,31.0,RSV,202612,2026-03-28
nh,202612,18.0,RSV,202612,2026-03-28
nj,202612,100.0,RSV,202612,2026-03-28
nm,202612,45.0,RSV,202612,2026-03-28
nv,202612,17.0,RSV,202612,2026-03-28
ny,202612,401.0,RSV,202612,2026-03-28
oh,202612,102.0,RSV,202612,2026-03-28
ok,202612,35.0,RSV,202612,2026-03-28
or,202612,33.0,RSV,202612,2026-03-28
pa,202612,326.0,RSV,202612,2026-03-28
pr,202612,7.0,RSV,202612,2026-03-28
ri,202612,33.0,RSV,202612,2026-03-28
sc,202612,15.0,RSV,202612,2026-03-28
sd,202612,23.0,RSV,202612,2026-03-28
tn,202612,50.0,RSV,202612,2026-03-28
tx,202612,214.0,RSV,202612,2026-03-28
ut,202612,12.0,RSV,202612,2026-03-28
va,202612,24.0,RSV,202612,2026-03-28
vi,202612,0.0,RSV,202612,2026-03-28
vt,202612,13.0,RSV,202612,2026-03-28
wa,202612,53.0,RSV,202612,2026-03-28
wi,202612,126.0,RSV,202612,2026-03-28
wv,202612,59.0,RSV,202612,2026-03-28
wy,202612,28.0,RSV,202612,2026-03-28
ak,202613,6.0,RSV,202613,2026-04-04
al,202613,28.0,RSV,202613,2026-04-04
ar,202613,30.0,RSV,202613,2026-04-04
as,202613,,RSV,202613,2026-04-04
az,202613,55.0,RSV,202613,2026-04-04
ca,202613,273.0,RSV,202613,2026-04-04
co,202613,71.0,RSV,202613,2026-04-04
ct,202613,59.0,RSV,202613,2026-04-04
dc,202613,0.0,RSV,202613,2026-04-04
de,202613,9.0,RSV,202613,2026-04-04
fl,202613,148.0,RSV,202613,2026-04-04
ga,202613,58.0,RSV,202613,2026-04-04
gu,202613,0.0,RSV,202613,2026-04-04
hi,202613,5.0,RSV,202613,2026-04-04
ia,202613,53.0,RSV,202613,2026-04-04
id,202613,31.0,RSV,202613,2026-04-04
il,202613,125.0,RSV,202613,2026-04-04
in,202613,87.0,RSV,202613,2026-04-04
ks,202613,34.0,RSV,202613,2026-04-04
ky,202613,45.0,RSV,202613,2026-04-04
la,202613,18.0,RSV,202613,2026-04-04
ma,202613,115.0,RSV,202613,2026-04-04
md,202613,11.0,RSV,202613,2026-04-04
me,202613,12.0,RSV,202613,2026-04-04
mi,202613,167.0,RSV,202613,2026-04-04
mn,202613,58.0,RSV,202613,2026-04-04
mo,202613,73.0,RSV,202613,2026-04-04
mp,202613,0.0,RSV,202613,2026-04-04
ms,202613,14.0,RSV,202613,2026-04-04
mt,202613,19.0,RSV,202613,2026-04-04
nc,202613,57.0,RSV,202613,2026-04-04
nd,202613,29.0,RSV,202613,2026-04-04
ne,202613,16.0,RSV,202613,2026-04-04
nh,202613,21.0,RSV,202613,2026-04-04
nj,202613,76.0,RSV,202613,2026-04-04
nm,202613,31.0,RSV,202613,2026-04-04
nv,202613,10.0,RSV,202613,2026-04-04
ny,202613,330.0,RSV,202613,2026-04-04
oh,202613,75.0,RSV,202613,2026-04-04
ok,202613,35.0,RSV,202613,2026-04-04
or,202613,24.0,RSV,202613,2026-04-04
pa,202613,296.0,RSV,202613,2026-04-04
pr,202613,17.0,RSV,202613,2026-04-04
ri,202613,27.0,RSV,202613,2026-04-04
sc,202613,6.0,RSV,202613,2026-04-04
sd,202613,14.0,RSV,202613,2026-04-04
tn,202613,41.0,RSV,202613,2026-04-04
tx,202613,152.0,RSV,202613,2026-04-04
ut,202613,3.0,RSV,202613,2026-04-04
va,202613,40.0,RSV,202613,2026-04-04
vi,202613,0.0,RSV,202613,2026-04-04
vt,202613,17.0,RSV,202613,2026-04-04
wa,202613,49.0,RSV,202613,2026-04-04
wi,202613,135.0,RSV,202613,2026-04-04
wv,202613,55.0,RSV,202613,2026-04-04
wy,202613,27.0,RSV,202613,2026-04-04
ak,202614,10.0,RSV,202614,2026-04-11
al,202614,23.0,RSV,202614,2026-04-11
ar,202614,26.0,RSV,202614,2026-04-11
as,202614,,RSV,202614,2026-04-11
az,202614,49.0,RSV,202614,2026-04-11
ca,202614,226.0,RSV,202614,2026-04-11
co,202614,43.0,RSV,202614,2026-04-11
ct,202614,48.0,RSV,202614,2026-04-11
dc,202614,1.0,RSV,202614,2026-04-11
de,202614,9.0,RSV,202614,2026-04-11
fl,202614,141.0,RSV,202614,2026-04-11
ga,202614,44.0,RSV,202614,2026-04-11
gu,202614,0.0,RSV,202614,2026-04-11
hi,202614,2.0,RSV,202614,2026-04-11
ia,202614,40.0,RSV,202614,2026-04-11
id,202614,15.0,RSV,202614,2026-04-11
il,202614,175.0,RSV,202614,2026-04-11
in,202614,59.0,RSV,202614,2026-04-11
ks,202614,29.0,RSV,202614,2026-04-11
ky,202614,49.0,RSV,202614,2026-04-11
la,202614,12.0,RSV,202614,2026-04-11
ma,202614,113.0,RSV,202614,2026-04-11
md,202614,11.0,RSV,202614,2026-04-11
me,202614,13.0,RSV,202614,2026-04-11
mi,202614,181.0,RSV,202614,2026-04-11
mn,202614,51.0,RSV,202614,2026-04-11
mo,202614,34.0,RSV,202614,2026-04-11
mp,202614,1.0,RSV,202614,2026-04-11
ms,202614,8.0,RSV,202614,2026-04-11
mt,202614,34.0,RSV,202614,2026-04-11
nc,202614,54.0,RSV,202614,2026-04-11
nd,202614,25.0,RSV,202614,2026-04-11
ne,202614,31.0,RSV,202614,2026-04-11
nh,202614,28.0,RSV,202614,2026-04-11
nj,202614,70.0,RSV,202614,2026-04-11
nm,202614,21.0,RSV,202614,2026-04-11
nv,202614,14.0,RSV,202614,2026-04-11
ny,202614,291.0,RSV,202614,2026-04-11
oh,202614,87.0,RSV,202614,2026-04-11
ok,202614,18.0,RSV,202614,2026-04-11
or,202614,18.0,RSV,202614,2026-04-11
pa,202614,290.0,RSV,202614,2026-04-11
pr,202614,20.0,RSV,202614,2026-04-11
ri,202614,31.0,RSV,202614,2026-04-11
sc,202614,13.0,RSV,202614,2026-04-11
sd,202614,15.0,RSV,202614,2026-04-11
tn,202614,43.0,RSV,202614,2026-04-11
tx,202614,123.0,RSV,202614,2026-04-11
ut,202614,4.0,RSV,202614,2026-04-11
va,202614,18.0,RSV,202614,2026-04-11
vi,202614,0.0,RSV,202614,2026-04-11
vt,202614,10.0,RSV,202614,2026-04-11
wa,202614,42.0,RSV,202614,2026-04-11
wi,202614,97.0,RSV,202614,2026-04-11
wv,202614,50.0,RSV,202614,2026-04-11
wy,202614,24.0,RSV,202614,2026-04-11
ak,202615,6.0,RSV,202615,2026-04-18
al,202615,29.0,RSV,202615,2026-04-18
ar,202615,24.0,RSV,202615,2026-04-18
as,202615,,RSV,202615,2026-04-18
az,202615,38.0,RSV,202615,2026-04-18
ca,202615,188.0,RSV,202615,2026-04-18
co,202615,36.0,RSV,202615,2026-04-18
ct,202615,30.0,RSV,202615,2026-04-18
dc,202615,0.0,RSV,202615,2026-04-18
de,202615,5.0,RSV,202615,2026-04-18
fl,202615,127.0,RSV,202615,2026-04-18
ga,202615,43.0,RSV,202615,2026-04-18
gu,202615,0.0,RSV,202615,2026-04-18
hi,202615,2.0,RSV,202615,2026-04-18
ia,202615,35.0,RSV,202615,2026-04-18
id,202615,24.0,RSV,202615,2026-04-18
il,202615,137.0,RSV,202615,2026-04-18
in,202615,67.0,RSV,202615,2026-04-18
ks,202615,20.0,RSV,202615,2026-04-18
ky,202615,34.0,RSV,202615,2026-04-18
la,202615,30.0,RSV,202615,2026-04-18
ma,202615,77.0,RSV,202615,2026-04-18
md,202615,10.0,RSV,202615,2026-04-18
me,202615,7.0,RSV,202615,2026-04-18
mi,202615,153.0,RSV,202615,2026-04-18
mn,202615,44.0,RSV,202615,2026-04-18
mo,202615,48.0,RSV,202615,2026-04-18
mp,202615,0.0,RSV,202615,2026-04-18
ms,202615,12.0,RSV,202615,2026-04-18
mt,202615,19.0,RSV,202615,2026-04-18
nc,202615,43.0,RSV,202615,2026-04-18
nd,202615,15.0,RSV,202615,2026-04-18
ne,202615,32.0,RSV,202615,2026-04-18
nh,202615,19.0,RSV,202615,2026-04-18
nj,202615,39.0,RSV,202615,2026-04-18
nm,202615,25.0,RSV,202615,2026-04-18
nv,202615,6.0,RSV,202615,2026-04-18
ny,202615,253.0,RSV,202615,2026-04-18
oh,202615,65.0,RSV,202615,2026-04-18
ok,202615,9.0,RSV,202615,2026-04-18
or,202615,33.0,RSV,202615,2026-04-18
pa,202615,234.0,RSV,202615,2026-04-18
pr,202615,18.0,RSV,202615,2026-04-18
ri,202615,17.0,RSV,202615,2026-04-18
sc,202615,13.0,RSV,202615,2026-04-18
sd,202615,15.0,RSV,202615,2026-04-18
tn,202615,25.0,RSV,202615,2026-04-18
tx,202615,114.0,RSV,202615,2026-04-18
ut,202615,7.0,RSV,202615,2026-04-18
va,202615,14.0,RSV,202615,2026-04-18
vi,202615,0.0,RSV,202615,2026-04-18
vt,202615,14.0,RSV,202615,2026-04-18
wa,202615,40.0,RSV,202615,2026-04-18
wi,202615,90.0,RSV,202615,2026-04-18
wv,202615,74.0,RSV,202615,2026-04-18
wy,202615,20.0,RSV,202615,2026-04-18
ak,202616,7.0,RSV,202616,2026-04-25
al,202616,8.0,RSV,202616,2026-04-25
ar,202616,17.0,RSV,202616,2026-04-25
as,202616,,RSV,202616,2026-04-25
az,202616,50.0,RSV,202616,2026-04-25
ca,202616,167.0,RSV,202616,2026-04-25
co,202616,64.0,RSV,202616,2026-04-25
ct,202616,24.0,RSV,202616,2026-04-25
dc,202616,0.0,RSV,202616,2026-04-25
de,202616,8.0,RSV,202616,2026-04-25
fl,202616,173.0,RSV,202616,2026-04-25
ga,202616,40.0,RSV,202616,2026-04-25
gu,202616,0.0,RSV,202616,2026-04-25
hi,202616,11.0,RSV,202616,2026-04-25
ia,202616,40.0,RSV,202616,2026-04-25
id,202616,16.0,RSV,202616,2026-04-25
il,202616,106.0,RSV,202616,2026-04-25
in,202616,66.0,RSV,202616,2026-04-25
ks,202616,19.0,RSV,202616,2026-04-25
ky,202616,53.0,RSV,202616,2026-04-25
la,202616,16.0,RSV,202616,2026-04-25
ma,202616,66.0,RSV,202616,2026-04-25
md,202616,15.0,RSV,202616,2026-04-25
me,202616,17.0,RSV,202616,2026-04-25
mi,202616,117.0,RSV,202616,2026-04-25
mn,202616,73.0,RSV,202616,2026-04-25
mo,202616,39.0,RSV,202616,2026-04-25
mp,202616,0.0,RSV,202616,2026-04-25
ms,202616,17.0,RSV,202616,2026-04-25
mt,202616,23.0,RSV,202616,2026-04-25
nc,202616,80.0,RSV,202616,2026-04-25
nd,202616,21.0,RSV,202616,2026-04-25
ne,202616,39.0,RSV,202616,2026-04-25
nh,202616,22.0,RSV,202616,2026-04-25
nj,202616,57.0,RSV,202616,2026-04-25
nm,202616,19.0,RSV,202616,2026-04-25
nv,202616,15.0,RSV,202616,2026-04-25
ny,202616,191.0,RSV,202616,2026-04-25
oh,202616,122.0,RSV,202616,2026-04-25
ok,202616,20.0,RSV,202616,2026-04-25
or,202616,32.0,RSV,202616,2026-04-25
pa,202616,193.0,RSV,202616,2026-04-25
pr,202616,26.0,RSV,202616,2026-04-25
ri,202616,5.0,RSV,202616,2026-04-25
sc,202616,26.0,RSV,202616,2026-04-25
sd,202616,17.0,RSV,202616,2026-04-25
tn,202616,54.0,RSV,202616,2026-04-25
tx,202616,164.0,RSV,202616,2026-04-25
ut,202616,14.0,RSV,202616,2026-04-25
va,202616,47.0,RSV,202616,2026-04-25
vi,202616,0.0,RSV,202616,2026-04-25
vt,202616,11.0,RSV,202616,2026-04-25
